,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Round Number
0,0.5,0.8333333333333334,0.9,0.75,0.75,0.7777777777777778,1
1,0.6142971864684863,0.9444444444444444,1.0,0.9166666666666666,0.9166666666666666,0.8888888888888888,1
2,0.5309215471331987,0.7647058823529411,0.6363636363636364,1.0,0.7727272727272728,0.7647058823529411,1
3,0.4630031178620998,0.7222222222222222,0.8,0.625,0.6375,0.6666666666666666,2
4,0.5563924814831968,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8518518518518519,0.8888888888888888,2
5,0.5740718796039971,0.9411764705882353,0.875,1.0,0.9722222222222222,0.9411764705882353,2
6,0.4834101324445643,0.9444444444444444,1.0,0.8333333333333334,0.9027777777777778,0.8888888888888888,3
7,0.5,0.7777777777777778,0.625,0.9,0.6875,0.7777777777777778,3
8,0.687351814164741,0.8823529411764706,0.8571428571428571,0.9,0.8714285714285714,0.8823529411764706,3
9,0.42653462661959196,0.8888888888888888,1.0,0.7777777777777778,0.8271604938271605,0.7777777777777778,4
10,0.2747883513374122,0.8333333333333334,0.7777777777777778,0.8888888888888888,0.8024691358024691,0.6666666666666666,4
11,0.6553063874785642,0.9411764705882353,1.0,0.875,0.875,0.9411764705882353,4
12,0.5260275950865633,1.0,1.0,1.0,1.0,0.9444444444444444,5
13,0.2715913222637666,0.7777777777777778,0.7272727272727273,0.8571428571428571,0.7272727272727273,0.6666666666666666,5
14,0.6111616250676853,0.8235294117647058,1.0,0.6666666666666666,0.8333333333333333,0.8235294117647058,5
15,0.5,0.8888888888888888,0.8,1.0,0.9,0.8888888888888888,6
16,0.6840604691192792,0.7777777777777778,0.8,0.75,0.7250000000000001,0.7777777777777778,6
17,0.4677108737188483,0.8823529411764706,1.0,0.8,0.8857142857142858,0.8235294117647058,6
18,0.7644469130438452,0.8888888888888888,0.8,0.9230769230769231,0.8307692307692308,0.7222222222222222,7
19,0.4547723216088206,0.9444444444444444,1.0,0.8571428571428571,0.8571428571428571,0.7777777777777778,7
20,0.37634802869455086,0.8235294117647058,0.8181818181818182,0.8333333333333334,0.8333333333333334,0.7058823529411765,7
21,0.442364028386181,0.9444444444444444,0.9090909090909091,1.0,0.935064935064935,0.7777777777777778,8
22,0.4888847719903524,0.8333333333333334,1.0,0.7272727272727273,0.8441558441558442,0.8333333333333334,8
23,0.5794651676406988,0.7647058823529411,0.6666666666666666,0.875,0.7638888888888888,0.7647058823529411,8
24,0.3069347875299821,0.8333333333333334,0.8181818181818182,0.8571428571428571,0.8311688311688312,0.7777777777777778,9
25,0.432880383884903,0.9444444444444444,0.9166666666666666,1.0,0.9444444444444444,0.8888888888888888,9
26,0.5870060661828483,0.8235294117647058,1.0,0.7692307692307693,0.7884615384615384,0.8235294117647058,9
27,0.3912485000533041,0.7777777777777778,0.8181818181818182,0.7142857142857143,0.6493506493506493,0.6111111111111112,10
28,0.664692608347733,1.0,1.0,1.0,1.0,0.6111111111111112,10
29,0.4584840036467112,0.9411764705882353,0.9090909090909091,1.0,0.9848484848484849,0.8823529411764706,10
