,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,Model_name
0,0.6238622014053916,0.9375,0.875,1.0,0.96875,Logit
1,0.47619047619047616,0.9375,0.875,1.0,0.9609375,KNN
2,0.46487025180371827,1.0,1.0,1.0,1.0,SVM
3,0.9975036307817129,0.75,0.75,0.75,0.75,AdaBoost
4,0.580010712146759,0.875,0.75,1.0,0.875,XGBoost-tree
5,0.2943425476551056,0.9375,1.0,0.875,0.96875,XGBoost-linear
6,0.5045454545454545,0.875,1.0,0.75,0.921875,RF
