,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.10811408465110701,0.875,1.0,0.75,0.921875,0.75,Logit
1,0.5714285714285714,0.6875,0.375,1.0,0.7890625,0.6875,KNN
2,0.5380583953035011,0.8125,0.625,1.0,0.859375,0.75,SVM
3,0.8402649681472497,0.75,0.5,1.0,0.65625,0.5625,AdaBoost
4,0.6292411684989929,0.8125,0.625,1.0,0.75,0.5625,XGBoost-tree
5,0.1576010137796402,0.8125,0.875,0.75,0.859375,0.625,XGBoost-linear
6,0.6818181818181818,0.75,0.5,1.0,0.828125,0.6875,RF
