,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,Model_name
0,0.5472610555283991,0.9375,0.875,1.0,0.96875,Logit_L1_C-0.01
1,0.5525769114389278,0.9375,0.875,1.0,0.96875,Logit_L1_C-0.1
2,0.5572278376537415,0.9375,0.875,1.0,0.96875,Logit_L1_C-1.0
3,0.568662745270354,0.9375,0.875,1.0,0.96875,Logit_L1_C-10.0
4,0.5738864007943398,0.9375,0.875,1.0,0.96875,Logit_L1_C-100.0
5,0.5743956266823272,0.9375,0.875,1.0,0.96875,Logit_L1_C-1000.0
6,0.5744471487786724,0.9375,0.875,1.0,0.96875,Logit_L1_C-10000.0
7,0.5744523067206089,0.9375,0.875,1.0,0.96875,Logit_L1_C-100000.0
8,0.5744528225717928,0.9375,0.875,1.0,0.96875,Logit_L1_C-1000000.0
9,0.5744528741577536,0.9375,0.875,1.0,0.96875,Logit_L1_C-10000000.0
10,0.5744528793163034,0.9375,0.875,1.0,0.96875,Logit_L1_C-100000000.0
11,0.5744528798322822,0.9375,0.875,1.0,0.96875,Logit_L1_C-1000000000.0
12,0.5744528798835082,0.9375,0.875,1.0,0.96875,Logit_L1_C-10000000000.0
