,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.5857265285188558,0.9375,0.875,1.0,0.984375,0.9375,Logit
1,0.42857142857142855,0.9375,0.875,1.0,0.96875,0.875,KNN
2,0.5130152448127182,0.9375,0.875,1.0,0.96875,0.9375,SVM
3,0.9999937274810144,0.75,0.75,0.75,0.8046875,0.75,AdaBoost
4,0.3715417981147766,0.9375,1.0,0.875,0.9375,0.875,XGBoost-tree
5,0.6178454160690308,0.9375,0.875,1.0,0.984375,0.9375,XGBoost-linear
6,0.55,1.0,1.0,1.0,1.0,1.0,RF
