,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.4861756615302889,1.0,1.0,1.0,1.0,0.9375,Logit
1,0.42857142857142855,0.9375,0.875,1.0,0.9609375,0.875,KNN
2,0.5213466213128556,0.9375,0.875,1.0,0.96875,0.9375,SVM
3,0.9999937274810144,0.75,0.75,0.75,0.8046875,0.75,AdaBoost
4,0.646056592464447,0.8125,0.625,1.0,0.90625,0.8125,XGBoost-tree
5,0.5497660636901855,1.0,1.0,1.0,1.0,1.0,XGBoost-linear
6,0.5727272727272728,0.9375,0.875,1.0,0.96875,0.875,RF
