,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.9282112655098592,0.8571428571428571,0.7142857142857143,1.0,0.8265306122448981,0.7857142857142857,Logit
1,0.5238095238095238,0.7857142857142857,0.6428571428571429,0.9285714285714286,0.8545918367346939,0.7857142857142857,KNN
2,0.686255377777552,0.8571428571428571,0.7142857142857143,1.0,0.8520408163265306,0.75,SVM
3,0.4861802016840692,0.8214285714285714,0.9285714285714286,0.7142857142857143,0.8163265306122449,0.7857142857142857,AdaBoost
4,0.3592546284198761,0.8214285714285714,0.9285714285714286,0.7142857142857143,0.8418367346938777,0.7142857142857143,XGBoost-tree
5,0.9767447113990784,0.7857142857142857,0.6428571428571429,0.9285714285714286,0.7857142857142857,0.6785714285714286,XGBoost-linear
6,0.6863636363636364,0.7857142857142857,0.5714285714285714,1.0,0.8673469387755102,0.7142857142857143,RF
