,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.6379808044594649,0.875,0.75,1.0,0.890625,0.75,Logit
1,0.5714285714285714,0.625,0.25,1.0,0.609375,0.625,KNN
2,0.5780847800850769,0.8125,0.625,1.0,0.84375,0.8125,SVM
3,0.5845623268600278,0.75,0.75,0.75,0.796875,0.75,AdaBoost
4,0.7725253701210022,0.75,0.5,1.0,0.765625,0.75,XGBoost-tree
5,0.9933458566665649,0.8125,0.625,1.0,0.8125,0.75,XGBoost-linear
6,0.6,0.8125,0.625,1.0,0.8046875,0.6875,RF
