,Optimal_threshold,Accuracy,Sensitivity,Specificity,AUC_ROC,R2 Score,Model_name
0,0.8864119927100841,0.8125,0.625,1.0,0.828125,0.75,Logit
1,0.6190476190476191,0.625,0.25,1.0,0.6953125,0.625,KNN
2,0.5582500605125804,0.8125,0.625,1.0,0.796875,0.8125,SVM
3,0.9871427360253455,0.6875,0.75,0.625,0.5,0.625,AdaBoost
4,0.6786326169967651,0.8125,0.625,1.0,0.765625,0.8125,XGBoost-tree
5,0.9932966828346252,0.8125,0.625,1.0,0.828125,0.75,XGBoost-linear
6,0.6727272727272727,0.75,0.5,1.0,0.765625,0.625,RF
